Height,Weight
66.51,117.18
67.22,117.18
68.99,117.18
69.29,117.18
65.08,117.19
65.36,117.19
65.39,117.19
67.91,117.19
68,117.19
68.02,117.19
63.75,117.2
65.03,117.2
65.5,117.2
65.96,117.2
66.41,117.2
67.27,117.2
67.41,117.2
68.88,117.2
71.77,117.2
67.45,117.21
67.83,117.21
65.71,117.22
66.84,117.22
67.18,117.22
67.47,117.22
67.56,117.22
68.51,117.22
68.86,117.22
65.4,117.23
66.99,117.23
67.07,117.23
67.27,117.23
68.03,117.23
68.25,117.23
68.66,117.23
65.28,117.24
65.49,117.24
66.3,117.24
66.57,117.24
66.82,117.24
67.09,117.24
67.32,117.24
70.2,117.24
70.37,117.24
64.44,117.25
65.06,117.25
66.22,117.25
66.77,117.25
66.98,117.25
67.38,117.25
67.67,117.25
67.93,117.25
68.46,117.25
69.36,117.25
62.73,117.26
65.79,117.26
65.9,117.26
66.23,117.26
66.26,117.26
67.26,117.26
68.93,117.26
64.35,117.27
66.48,117.27
66.51,117.27
67.18,117.27
67.75,117.27
63.62,117.28
65.78,117.28
66.25,117.28
67.49,117.28
68.54,117.28
68.97,117.28
69.05,117.28
69.15,117.28
69.23,117.28
70.47,117.28
65.37,117.29
65.77,117.29
67.1,117.29
68.57,117.29
68.7,117.29
69.17,117.29
65.61,117.3
65.83,117.3
68.26,117.3
68.39,117.3
68.97,117.3
70.61,117.3
63.59,117.31
65.7,117.31
66.01,117.31
67.18,117.31
68.05,117.31
68.08,117.31
69.42,117.31
63.03,117.32
66.15,117.32
66.3,117.32
66.87,117.32
67.54,117.32
68.18,117.32
70.16,117.32
65.82,117.33
66.69,117.33
66.79,117.33
67.56,117.33
68.88,117.33
69.81,117.33
67.72,117.34
68.6,117.34
69.38,117.34
64.15,117.35
65.46,117.35
65.85,117.35
66.11,117.35
66.2,117.35
66.51,117.35
68.65,117.35
69.45,117.35
64.46,117.36
64.57,117.36
67.57,117.36
69.35,117.36
64.67,117.37
65.03,117.37
66.4,117.37
67.51,117.37
68.21,117.37
63.85,117.38
65.01,117.38
65.68,117.38
68.33,117.38
68.33,117.38
68.5,117.38
69.26,117.38
69.33,117.38
65.79,117.39
68.15,117.39
68.62,117.39
69,117.39
69.56,117.39
65.97,117.4
66.4,117.4
67.05,117.4
67.72,117.4
67.9,117.4
67.98,117.4
64.46,117.41
64.85,117.41
65.37,117.41
71.58,117.41
63.68,117.42
65.08,117.42
65.42,117.42
65.57,117.42
65.84,117.42
66.36,117.42
67.24,117.42
68.1,117.42
69.59,117.42
65.08,117.43
66.74,117.43
67.84,117.43
67.99,117.43
68.2,117.43
67.37,117.44
67.78,117.44
68.55,117.44
69.44,117.44
70.13,117.44
66.95,117.45
67.08,117.45
67.31,117.45
67.52,117.45
69.2,117.45
69.45,117.45
63.88,117.46
65.02,117.46
65.74,117.46
66.39,117.46
66.92,117.46
67.58,117.46
68.38,117.46
68.83,117.46
68.92,117.46
67.06,117.47
67.43,117.47
67.46,117.47
63.64,117.48
64.53,117.48
66.46,117.48
66.47,117.48
67.7,117.48
68.2,117.48
66.35,117.49
66.6,117.49
66.69,117.49
66.92,117.49
67.62,117.49
69.12,117.49
64.48,117.5
65.43,117.5
66.89,117.5
67.07,117.5
67.85,117.5
67.86,117.5
68.38,117.5
69.84,117.5
65.54,117.51
66.16,117.51
66.83,117.51
68.42,117.51
68.45,117.51
68.49,117.51
64.48,117.52
65.79,117.52
67.62,117.52
67.92,117.52
67.94,117.52
68.07,117.52
68.12,117.52
68.39,117.52
68.85,117.52
69.71,117.52
63.98,117.53
65.41,117.53
66.99,117.53
63.48,117.54
66.83,117.54
67.93,117.54
71.55,117.54
66.36,117.55
66.7,117.55
67.58,117.55
67.68,117.55
69.32,117.55
66.25,117.56
69.29,117.56
65.56,117.57
66.28,117.57
68.04,117.57
68.58,117.57
69.67,117.57
65.63,117.58
65.88,117.58
69.13,117.58
67.18,117.59
63.64,117.6
65.39,117.6
68.02,117.6
64.88,117.61
66.22,117.61
67.71,117.61
67.82,117.61
69.72,117.61
65.86,117.62
66.12,117.62
67.32,117.62
67.64,117.62
68.4,117.62
69.58,117.62
70.01,117.62
70.68,117.62
63.04,117.63
64.83,117.63
66.11,117.63
69.01,117.63
69.09,117.63
63.5,117.64
64.29,117.64
65.61,117.64
66.45,117.64
67.54,117.64
68.1,117.64
68.26,117.64
68.5,117.64
70.14,117.64
64.51,117.65
66.9,117.65
67.28,117.65
67.7,117.65
68.48,117.66
68.65,117.66
69.12,117.66
66.94,117.67
67.73,117.67
68.89,117.67
70.41,117.67
64.22,117.68
64.39,117.68
67.17,117.68
67.52,117.68
67.59,117.68
67.59,117.68
68.23,117.68
68.84,117.68
63.36,117.69
64.4,117.69
65.2,117.69
65.29,117.69
65.75,117.69
68.39,117.69
68.8,117.69
64.52,117.7
64.64,117.7
66.02,117.7
66.41,117.7
66.6,117.7
67.31,117.7
68.33,117.7
64.99,117.71
66.08,117.71
67.42,117.71
68.22,117.71
68.26,117.71
68.45,117.71
69.81,117.71
70.13,117.71
70.99,117.71
65.27,117.72
65.74,117.72
67.13,117.72
67.2,117.72
67.61,117.72
69.76,117.72
65.84,117.73
66.17,117.73
66.22,117.73
66.68,117.73
66.7,117.73
64.96,117.74
64.97,117.74
65.31,117.74
66.1,117.74
66.93,117.74
67.2,117.74
67.42,117.74
68.34,117.74
68.42,117.74
68.87,117.74
65.61,117.75
66.6,117.75
67.29,117.75
69.13,117.75
65.61,117.76
66.23,117.76
66.49,117.76
68.29,117.76
68.53,117.76
69.18,117.76
70.79,117.76
65.37,117.77
66.47,117.77
67.59,117.77
68.04,117.77
69.13,117.77
70.51,117.77
63.92,117.78
64.58,117.78
66.47,117.78
67.64,117.78
69,117.78
62.49,117.79
66.56,117.79
66.99,117.79
67.25,117.79
67.46,117.79
67.86,117.79
67.88,117.79
68.4,117.79
65.23,117.8
65.6,117.8
65.83,117.8
66.51,117.8
66.96,117.8
67.9,117.8
67.96,117.8
68.15,117.8
68.29,117.8
68.4,117.8
68.93,117.8
71.15,117.8
66.69,117.81
67.5,117.81
68.11,117.81
68.76,117.81
66.12,117.82
66.18,117.82
67.25,117.82
67.28,117.82
68.21,117.82
68.67,117.82
65.04,117.83
66.04,117.83
66.06,117.83
66.1,117.83
66.66,117.83
69.54,117.83
64.26,117.84
65.27,117.84
65.94,117.84
66.72,117.84
67.69,117.84
69.42,117.84
64.91,117.85
65.64,117.85
66.85,117.85
67.2,117.85
68.48,117.85
67.98,117.86
69.2,117.86
65.15,117.87
67.33,117.87
68.83,117.87
69.88,117.87
65.14,117.88
65.74,117.88
66.82,117.88
67.99,117.88
70.14,117.88
66.84,117.89
67.87,117.89
68.04,117.89
68.85,117.89
66.49,117.9
67.17,117.9
67.29,117.9
67.8,117.9
68.12,117.9
68.26,117.9
64.56,117.91
66.27,117.91
66.71,117.91
66.86,117.91
67.86,117.91
67.99,117.91
68.84,117.91
65.83,117.92
67.29,117.92
69.13,117.92
67.57,117.93
67.76,117.93
69.49,117.94
64.7,117.95
66.44,117.95
66.56,117.95
67.62,117.95
68.16,117.95
69.56,117.95
69.57,117.95
64.69,117.96
65.58,117.96
66.12,117.96
67.32,117.96
67.94,117.96
68.3,117.96
69,117.96
70.06,117.96
71,117.96
71.59,117.96
66.83,117.97
66.89,117.97
67.18,117.97
67.67,117.97
67.69,117.97
67.77,117.97
68.14,117.97
69.33,117.97
69.4,117.97
69.4,117.97
65.15,117.98
66.94,117.98
69.26,117.98
65.18,117.99
66,117.99
66.67,117.99
67.46,117.99
67.53,117.99
68.41,117.99
70.02,117.99
64.17,118
64.26,118
64.76,118
66.1,118
66.55,118
66.92,118
64.3,118.01
65.78,118.01
67.59,118.01
67.83,118.01
67.97,118.01
68.55,118.01
68.89,118.01
68.9,118.01
68.99,118.01
69.4,118.01
70.18,118.01
64.9,118.02
66.56,118.02
66.74,118.03
67.05,118.03
67.67,118.03
68.13,118.03
68.35,118.03
69.5,118.03
69.86,118.03
65.44,118.04
65.93,118.04
66.25,118.04
67.37,118.04
67.37,118.04
68.78,118.04
68.89,118.04
71.23,118.04
71.6,118.04
65.7,118.05
65.85,118.05
66.72,118.05
67.38,118.05
67.81,118.05
66.56,118.06
68.33,118.06
68.62,118.06
68.7,118.06
68.94,118.06
69.81,118.06
64.39,118.07
68.26,118.07
65.53,118.08
66.27,118.08
67.03,118.08
67.03,118.08
67.04,118.08
67.55,118.08
68.94,118.08
69.67,118.08
69.72,118.08
65.89,118.09
66.31,118.09
65.31,118.1
65.65,118.1
66.55,118.1
66.87,118.1
68.37,118.1
66.55,118.11
66.58,118.11
65.79,118.12
66.91,118.12
66.95,118.12
63.9,118.13
63.99,118.13
65.13,118.13
65.75,118.13
66.64,118.13
67.08,118.13
67.19,118.13
67.55,118.13
68,118.13
68.1,118.13
68.14,118.13
68.6,118.13
65.42,118.14
66.22,118.14
66.23,118.14
66.63,118.14
67.67,118.14
67.67,118.14
63.45,118.15
65.61,118.15
66.14,118.15
66.63,118.15
67.5,118.15
67.74,118.15
68.13,118.15
64.68,118.16
67.21,118.16
68.73,118.16
69.5,118.16
69.96,118.16
71.14,118.16
66.79,118.17
67.2,118.17
68.98,118.17
65.08,118.18
65.41,118.18
65.83,118.18
67.64,118.18
68.12,118.18
68.16,118.18
68.32,118.18
68.37,118.18
70.05,118.18
70.4,118.18
64.92,118.19
65.76,118.19
66.17,118.19
66.25,118.19
66.88,118.19
67.39,118.19
68.64,118.19
63.75,118.2
65.12,118.2
65.97,118.2
66.77,118.2
66.81,118.2
67.28,118.2
68.2,118.2
69.6,118.2
65.45,118.21
66.47,118.21
66.49,118.21
66.59,118.21
66.67,118.21
67.17,118.21
67.89,118.21
67.9,118.21
67.95,118.21
67.97,118.21
69.14,118.21
70.55,118.21
70.95,118.21
62.53,118.22
65.57,118.22
66.47,118.22
67.14,118.22
67.17,118.22
67.43,118.22
67.48,118.22
67.89,118.22
68,118.22
68.61,118.22
65.85,118.23
66.81,118.23
67.09,118.23
69.2,118.23
67.54,118.24
67.62,118.24
67.96,118.24
69.66,118.24
69.87,118.24
64.66,118.25
66.33,118.25
66.54,118.25
68.16,118.25
69.91,118.25
65.15,118.26
65.17,118.26
65.21,118.26
65.82,118.26
66.53,118.26
66.6,118.26
66.92,118.26
67.1,118.26
68.95,118.26
69.15,118.26
70.05,118.26
64.7,118.27
64.84,118.27
66.68,118.27
66.74,118.27
66.81,118.27
67.31,118.27
67.72,118.27
68.72,118.27
65.54,118.28
66.08,118.28
66.15,118.28
66.3,118.28
67.38,118.28
67.82,118.28
68.04,118.28
70.32,118.28
65.71,118.29
66.31,118.29
66.44,118.29
67.15,118.29
68.59,118.29
69.47,118.29
64.01,118.3
65.49,118.3
68.59,118.3
65.59,118.31
66,118.31
66.74,118.31
67.24,118.31
67.63,118.31
68.73,118.31
65.99,118.32
66.08,118.32
66.25,118.32
66.53,118.32
67.34,118.32
67.42,118.32
67.5,118.32
67.7,118.32
68.93,118.32
66.06,118.33
66.9,118.33
67.49,118.33
67.96,118.33
68.44,118.33
68.65,118.33
70.16,118.33
64.4,118.34
64.92,118.34
66.22,118.34
66.89,118.34
66.96,118.34
67.09,118.34
67.67,118.34
68.04,118.34
68.46,118.34
68.47,118.34
68.92,118.34
69.2,118.34
69.52,118.34
69.88,118.34
71.53,118.34
65.72,118.35
67.41,118.35
67.79,118.35
68.62,118.35
68.69,118.35
70.35,118.35
64.72,118.36
65.22,118.36
66.46,118.36
67.16,118.36
68.33,118.36
68.85,118.36
68.97,118.36
69,118.36
69.76,118.36
66.11,118.37
66.3,118.37
66.31,118.37
66.98,118.37
67.68,118.37
67.99,118.37
68.19,118.37
69.13,118.37
69.91,118.37
65.94,118.38
66.33,118.38
68,118.38
65.78,118.39
66.31,118.39
66.76,118.39
67.93,118.39
68.65,118.39
69.41,118.39
64.65,118.4
65.34,118.4
65.37,118.4
66.4,118.4
67.62,118.4
67.72,118.4
67.88,118.4
68.1,118.4
68.93,118.4
70.2,118.4
63.45,118.41
64.5,118.41
67,118.41
67.08,118.41
67.89,118.41
68.05,118.41
65.01,118.42
66.07,118.42
66.44,118.42
66.74,118.42
67.37,118.42
68.24,118.42
69.03,118.42
69.95,118.42
65.22,118.43
65.37,118.43
67.19,118.43
69.18,118.43
65.19,118.44
66.3,118.44
66.62,118.44
66.66,118.44
67.24,118.44
67.66,118.44
68.42,118.44
69.45,118.44
64.81,118.45
66.39,118.45
66.88,118.45
67.31,118.45
67.36,118.45
67.43,118.45
68.16,118.45
65.66,118.46
66.81,118.46
67.13,118.46
68.79,118.46
68.91,118.46
64.94,118.47
66.1,118.47
66.13,118.47
66.22,118.47
66.32,118.47
66.95,118.47
67.66,118.47
64.19,118.48
65.94,118.48
69.83,118.48
70.46,118.48
66.18,118.49
66.56,118.49
66.97,118.49
67,118.49
67.24,118.49
67.34,118.49
67.35,118.49
67.95,118.49
68.58,118.49
62.87,118.5
65.96,118.5
66.07,118.5
66.39,118.5
67.61,118.5
67.62,118.5
68.66,118.5
66.77,118.51
66.88,118.51
67.03,118.51
68.04,118.51
69.4,118.51
70.28,118.51
64.33,118.52
65.23,118.52
65.43,118.52
67.21,118.52
68.69,118.52
69.26,118.52
69.3,118.52
65.75,118.53
67.2,118.53
67.57,118.53
68.61,118.53
69.3,118.53
69.34,118.53
65.47,118.54
65.81,118.54
65.95,118.54
66.38,118.54
67.29,118.54
67.68,118.54
68.52,118.54
68.67,118.54
66.8,118.55
66.94,118.55
67.53,118.55
68.74,118.55
68.81,118.55
69.85,118.55
70.42,118.55
65.77,118.56
65.98,118.56
66.13,118.56
67.01,118.56
67.32,118.56
67.39,118.56
68.55,118.56
68.95,118.56
69.46,118.56
64.07,118.57
65.4,118.57
67.3,118.57
69.32,118.57
65.19,118.58
67.09,118.58
67.1,118.58
67.75,118.58
67.77,118.58
68.74,118.58
70.81,118.58
66.2,118.59
66.38,118.59
67.55,118.59
67.62,118.59
68.29,118.59
68.33,118.59
68.39,118.59
68.97,118.59
69.27,118.59
69.54,118.59
62.4,118.6
62.69,118.6
66.56,118.6
67.13,118.6
69.33,118.6
66.27,118.61
67.01,118.61
67.12,118.61
67.28,118.61
67.81,118.61
68.08,118.61
68.51,118.61
66.42,118.62
66.44,118.62
67.48,118.62
68.32,118.62
68.47,118.62
69.36,118.62
70.35,118.62
65.87,118.63
67.37,118.63
67.44,118.63
68.12,118.63
68.52,118.63
69.32,118.63
69.66,118.63
66.65,118.64
67.19,118.64
67.34,118.64
67.56,118.64
68.24,118.64
69.36,118.64
65.62,118.65
67.67,118.65
69.56,118.65
70.87,118.65
66.63,118.66
67.48,118.66
68.07,118.66
69.78,118.66
64.18,118.67
65.33,118.67
65.5,118.67
66.78,118.67
67.59,118.67
67.77,118.67
68.78,118.67
64.77,118.68
66.82,118.68
68.85,118.68
68.93,118.68
70.4,118.68
65.74,118.69
67.37,118.69
68.39,118.69
69.04,118.69
66.37,118.7
66.74,118.7
67.17,118.7
67.35,118.7
68.88,118.7
68.9,118.7
69.03,118.7
64.89,118.71
65.23,118.71
65.45,118.71
66.51,118.71
67.29,118.71
67.59,118.71
67.88,118.71
70.1,118.71
66.8,118.72
66.88,118.72
66.96,118.72
67.99,118.72
68.36,118.72
68.38,118.72
69.9,118.72
64.34,118.73
65.61,118.73
65.75,118.73
65.96,118.73
67.55,118.73
68.59,118.73
69,118.73
70.52,118.73
66.31,118.74
66.37,118.74
67.44,118.74
67.47,118.74
68.71,118.74
69.49,118.74
66.24,118.75
66.64,118.75
67.43,118.75
67.67,118.75
67.94,118.75
68.72,118.75
70.74,118.75
71.39,118.75
66.39,118.76
67.1,118.76
67.31,118.76
68.71,118.76
69.43,118.76
65.74,118.77
66.1,118.77
67.64,118.77
68.54,118.77
68.84,118.77
65.66,118.78
66.26,118.78
67.13,118.78
67.63,118.78
67.69,118.78
68.67,118.78
69.91,118.78
65.55,118.79
65.88,118.79
66.58,118.79
67.21,118.79
68.48,118.79
68.84,118.79
68.94,118.79
63.14,118.8
66.19,118.8
66.28,118.8
67.54,118.8
68.83,118.8
71.4,118.8
63.56,118.81
64.51,118.81
66.14,118.81
66.91,118.81
67.08,118.81
67.44,118.81
68.81,118.81
69.14,118.81
70.39,118.81
65.69,118.82
67.75,118.82
65.88,118.83
67.35,118.83
70.04,118.83
66.64,118.84
67.15,118.84
67.33,118.84
67.35,118.84
67.86,118.84
67.97,118.84
66.83,118.85
66.88,118.85
68.06,118.85
68.19,118.85
65.05,118.86
66.93,118.86
67.07,118.86
67.17,118.86
67.31,118.86
67.48,118.86
68.85,118.86
65,118.87
65.92,118.87
67.81,118.87
67.99,118.87
68.45,118.87
68.56,118.87
69.64,118.87
70.22,118.87
65.13,118.88
65.71,118.88
66.19,118.88
67.32,118.88
67.95,118.88
68.97,118.88
69.5,118.88
64.9,118.89
65.24,118.89
65.74,118.89
66.17,118.89
66.63,118.89
67.07,118.89
68.24,118.89
68.57,118.9
69.09,118.9
69.12,118.9
69.26,118.9
66.05,118.91
66.16,118.91
66.82,118.91
65.28,118.92
65.72,118.92
68.21,118.92
68.29,118.92
68.81,118.92
69.54,118.92
66.45,118.93
67.38,118.93
67.62,118.93
68.39,118.93
69.37,118.93
70.71,118.93
67.92,118.94
65.06,118.95
66.1,118.95
66.36,118.95
67.71,118.95
67.73,118.95
68.39,118.95
68.77,118.95
69.86,118.95
65.08,118.96
66.22,118.96
66.95,118.96
67.28,118.96
67.38,118.96
69.49,118.96
70.48,118.96
64.97,118.97
65.12,118.97
65.85,118.97
68.43,118.97
70.43,118.97
64.47,118.98
66.14,118.98
66.16,118.98
66.53,118.98
66.55,118.98
66.61,118.98
67.08,118.98
67.3,118.98
69.6,118.98
64.71,118.99
64.87,118.99
65.39,118.99
66.26,118.99
66.45,118.99
68.52,118.99
69.15,118.99
65.48,119
65.81,119
68.1,119
68.24,119
69.03,119
70.24,119
65.92,119.01
66.48,119.01
66.53,119.01
67.19,119.01
67.37,119.01
68.47,119.01
66.62,119.02
66.74,119.02
68.24,119.02
68.27,119.02
70.73,119.02
66.13,119.03
67.11,119.03
67.89,119.03
68.19,119.03
64.4,119.04
65.97,119.04
66.42,119.04
66.44,119.04
67.66,119.04
67.73,119.04
68.16,119.04
69.79,119.04
66.56,119.05
66.94,119.05
67.15,119.05
65.83,119.06
66.06,119.06
66.65,119.06
66.72,119.06
67.09,119.06
67.82,119.06
67.97,119.06
68.11,119.06
68.22,119.06
68.39,119.06
68.65,119.06
68.96,119.06
69.81,119.06
64.31,119.07
64.96,119.07
67.7,119.07
68.31,119.07
69.47,119.07
66.8,119.08
67.33,119.08
71.37,119.08
65.34,119.09
66.32,119.09
66.47,119.09
68.63,119.09
69.25,119.09
66.76,119.1
67.56,119.1
67.57,119.1
69.44,119.1
71.12,119.1
66.86,119.11
66.87,119.11
67.35,119.11
68.45,119.11
71.92,119.11
65.66,119.12
66.1,119.12
66.11,119.12
66.69,119.12
67.29,119.12
68.46,119.12
68.53,119.12
68.69,119.12
70.36,119.12
64.54,119.13
64.98,119.13
66.84,119.14
67.01,119.14
67.3,119.14
67.43,119.14
68.56,119.14
68.71,119.14
68.89,119.14
68.91,119.14
69.06,119.14
69.16,119.14
69.64,119.14
70.48,119.14
64.26,119.15
64.58,119.15
66.22,119.15
66.4,119.15
66.83,119.15
67.7,119.15
68.09,119.15
69.03,119.15
65.07,119.16
65.3,119.16
66.71,119.16
66.87,119.16
67.36,119.16
68.31,119.16
70.28,119.16
65.19,119.17
65.83,119.17
66.51,119.17
67.55,119.17
69.08,119.17
63.24,119.18
65.9,119.18
65.93,119.18
67.06,119.18
67.07,119.18
67.57,119.18
67.98,119.18
70.21,119.18
64.79,119.19
66.37,119.19
67.5,119.19
67.88,119.19
68.45,119.19
68.75,119.19
69.37,119.19
69.71,119.19
65.91,119.2
65.96,119.2
66.44,119.2
66.96,119.2
69.11,119.2
69.49,119.2
65.26,119.21
65.95,119.21
67.09,119.21
67.39,119.21
68.01,119.21
69.72,119.21
63.77,119.22
64.08,119.22
64.28,119.22
64.96,119.22
66.5,119.22
67.1,119.22
67.45,119.22
67.77,119.22
68.81,119.22
69.25,119.22
63.73,119.23
64.42,119.23
67.34,119.23
67.55,119.23
67.64,119.23
68.03,119.23
68.81,119.23
70.06,119.23
63.61,119.24
67.19,119.24
67.31,119.24
68.9,119.24
69.67,119.24
71.73,119.24
65.75,119.25
66.34,119.25
66.58,119.25
67.13,119.25
67.36,119.25
67.89,119.25
68.19,119.25
68.84,119.25
68.91,119.25
63.55,119.26
65.1,119.26
67.19,119.26
67.27,119.26
68.3,119.26
68.39,119.26
70.63,119.26
70.7,119.26
61.41,119.27
66.17,119.27
66.64,119.27
66.86,119.27
67.68,119.27
67.88,119.27
69.79,119.27
66.65,119.28
66.82,119.28
67.79,119.28
67.93,119.28
68.12,119.28
65.34,119.29
68.17,119.29
68.35,119.29
65.45,119.3
65.69,119.3
65.89,119.3
66.05,119.3
68.52,119.3
69.06,119.3
65.11,119.31
65.95,119.31
67.85,119.31
67.93,119.31
68.83,119.31
68.9,119.31
64.09,119.32
66.68,119.32
67.26,119.32
67.36,119.32
67.36,119.32
67.47,119.32
67.81,119.32
68.05,119.32
68.73,119.32
64.25,119.33
64.38,119.33
66.07,119.33
66.13,119.33
66.93,119.33
66.95,119.33
67.56,119.33
68.16,119.33
68.17,119.33
68.46,119.33
69.73,119.33
64.75,119.34
65.64,119.34
66.45,119.34
67.02,119.34
67.03,119.34
67.57,119.34
68.06,119.34
68.44,119.34
68.91,119.34
66.88,119.35
67.2,119.35
68.24,119.35
68.33,119.35
68.45,119.35
69.07,119.35
69.21,119.35
64.44,119.36
64.88,119.36
65.07,119.36
66.51,119.36
66.59,119.36
68.14,119.36
68.27,119.36
63.77,119.37
66.36,119.37
66.65,119.37
67.13,119.37
68.11,119.37
68.86,119.37
69.95,119.37
70.93,119.37
64.32,119.38
65.1,119.38
66.47,119.38
70.39,119.38
65.93,119.39
66.61,119.39
67.8,119.39
68.94,119.39
69.62,119.39
69.67,119.39
64.8,119.4
65.37,119.4
66.11,119.4
67.34,119.4
68.38,119.4
68.88,119.4
68.89,119.4
66.71,119.41
66.99,119.41
67.01,119.41
67.44,119.41
68.2,119.41
68.21,119.41
69.13,119.41
69.69,119.41
70.69,119.41
71.45,119.41
64.43,119.42
64.72,119.42
65.8,119.42
66,119.42
66.15,119.42
66.31,119.42
67.73,119.42
68.14,119.42
66.69,119.43
66.95,119.43
67.2,119.43
69.2,119.43
69.72,119.43
69.81,119.43
63.81,119.44
64.52,119.44
65.36,119.44
66.24,119.44
66.24,119.44
66.44,119.44
68.08,119.44
68.72,119.44
64.93,119.45
66.2,119.45
66.91,119.45
70.74,119.45
65.7,119.46
66.73,119.46
66.78,119.46
67.45,119.46
68.23,119.46
68.36,119.46
66.12,119.47
66.39,119.47
66.47,119.47
66.49,119.47
66.8,119.47
67.28,119.47
68.15,119.47
68.95,119.47
70.4,119.47
71.24,119.47
64.29,119.48
64.91,119.48
65.42,119.48
66.45,119.48
66.69,119.48
66.78,119.48
66.98,119.48
68.63,119.48
70.7,119.48
70.94,119.48
66.12,119.49
66.51,119.49
66.6,119.49
66.74,119.49
67.02,119.49
67.24,119.49
68.04,119.49
68.51,119.49
68.71,119.49
68.76,119.49
64.49,119.5
65.97,119.5
66.44,119.5
68.16,119.5
68.62,119.5
68.83,119.5
63.92,119.51
66.65,119.51
67.12,119.51
68.03,119.51
68.21,119.51
68.7,119.51
69.23,119.51
69.92,119.51
72.36,119.51
65.28,119.52
66.52,119.52
66.88,119.52
67.31,119.52
68.36,119.52
69.19,119.52
65.31,119.53
65.57,119.53
66.41,119.53
67.22,119.53
67.67,119.53
67.81,119.53
68.32,119.53
68.55,119.53
69.31,119.53
69.77,119.53
64.58,119.54
64.83,119.54
64.95,119.54
65.54,119.54
65.84,119.54
66.64,119.54
66.97,119.54
67.41,119.54
68.33,119.54
68.85,119.54
69.46,119.54
65.53,119.55
66.64,119.55
66.74,119.55
67.14,119.55
67.57,119.55
67.73,119.55
68.2,119.55
68.23,119.55
69.01,119.55
69.15,119.55
66.47,119.56
66.75,119.56
67.27,119.56
67.33,119.56
67.4,119.56
68.03,119.56
68.14,119.56
68.15,119.56
68.22,119.56
68.23,119.56
68.52,119.56
64.42,119.57
65.33,119.57
65.81,119.57
67.1,119.57
67.2,119.57
67.88,119.57
68.18,119.57
69.09,119.57
69.45,119.57
64.21,119.58
65.79,119.58
66.36,119.58
67.03,119.58
68.91,119.58
64.63,119.59
66.16,119.59
66.6,119.59
66.8,119.59
67.12,119.59
67.36,119.59
67.73,119.59
68.06,119.59
68.1,119.59
64.57,119.6
66.57,119.6
66.61,119.6
67.98,119.6
70.78,119.6
64.43,119.61
67.43,119.61
67.46,119.61
68.93,119.61
69.14,119.61
65.5,119.62
66.43,119.62
67.14,119.62
67.28,119.62
67.4,119.62
67.47,119.62
67.67,119.62
69.62,119.62
72.8,119.62
65.27,119.63
66.75,119.63
67.13,119.63
67.36,119.63
69.76,119.63
64.76,119.64
64.89,119.64
65.24,119.64
67.05,119.64
67.26,119.64
67.36,119.64
67.59,119.64
68.01,119.64
68.71,119.64
69.12,119.64
69.37,119.64
69.98,119.64
64.31,119.65
65.77,119.65
67.06,119.65
67.58,119.65
68.01,119.65
68.53,119.65
68.66,119.65
68.83,119.65
68.92,119.65
70.14,119.65
65.77,119.66
66.29,119.66
68.23,119.66
70.22,119.66
71.21,119.66
65.37,119.67
66.33,119.67
68.7,119.67
68.8,119.67
68.89,119.67
68.92,119.67
69.33,119.67
66.47,119.68
66.68,119.68
67.26,119.68
67.51,119.68
69.9,119.68
68.02,119.69
66.79,119.7
68.82,119.7
65.37,119.71
66.8,119.71
67,119.71
67.47,119.71
68,119.71
68.43,119.71
68.5,119.71
69.29,119.71
71.95,119.71
64.26,119.72
65.31,119.72
66.89,119.72
67.21,119.72
67.22,119.72
69.03,119.72
64.97,119.73
66.97,119.73
68.67,119.73
68.98,119.73
65.59,119.74
65.9,119.74
65.99,119.74
66.91,119.74
66.93,119.74
68.43,119.74
69.35,119.74
65.91,119.75
67.12,119.75
67.38,119.75
67.4,119.75
67.89,119.75
67.99,119.75
68.85,119.75
69.96,119.75
71.62,119.75
66.2,119.76
67.2,119.76
68.17,119.76
69.15,119.76
69.24,119.76
66.07,119.77
66.4,119.77
66.96,119.77
67.09,119.77
67.6,119.77
67.74,119.77
67.93,119.77
67.99,119.77
68.34,119.77
71.5,119.77
64.53,119.78
65.48,119.78
66.28,119.78
66.86,119.78
66.95,119.78
67.19,119.78
67.21,119.78
67.33,119.78
67.45,119.78
67.81,119.78
68.17,119.78
68.83,119.78
69.29,119.78
69.4,119.78
69.56,119.78
66.48,119.79
66.61,119.79
67.09,119.79
67.52,119.79
67.77,119.79
69.02,119.79
70.73,119.79
66.27,119.8
67.02,119.8
67.92,119.8
68.91,119.8
69.06,119.8
69.19,119.8
69.5,119.8
69.83,119.8
70.32,119.8
70.47,119.8
64.7,119.81
66.73,119.81
67.03,119.81
68.58,119.81
63.41,119.82
66.48,119.82
66.54,119.82
67.2,119.82
67.28,119.82
69.39,119.82
67.64,119.83
63.24,119.84
66.3,119.84
67.39,119.84
68.56,119.84
68.73,119.84
69.44,119.84
69.92,119.84
62.78,119.85
65.37,119.85
65.54,119.85
65.6,119.85
66.59,119.85
66.74,119.85
67.61,119.85
67.83,119.85
69.41,119.85
66.16,119.86
67.49,119.86
68.14,119.86
68.43,119.86
63.84,119.87
67.22,119.87
67.66,119.87
68.13,119.87
68.27,119.87
68.52,119.87
71.18,119.87
65.56,119.88
65.8,119.88
66.52,119.88
67,119.88
67.14,119.88
67.71,119.88
67.19,119.89
68.02,119.89
