age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Class
12,2,2954,8,10,2,2,0,4,1,0,0,49,38,0
40,2,10233,15,9,2,9,0,4,1,0,0,39,38,1
71,2,1490,12,13,4,3,1,2,1,0,0,49,38,1
18,2,9365,8,10,0,9,4,4,0,0,0,39,38,1
14,4,14382,15,9,2,11,0,2,1,0,0,59,38,1
43,2,13923,11,8,0,11,1,4,0,0,0,32,38,0
4,2,7005,8,10,2,0,2,4,0,0,22,39,38,0
54,1,18082,12,13,6,9,1,4,0,0,0,39,38,0
5,2,6612,8,10,4,7,3,4,1,0,0,29,38,0
33,1,5041,11,8,0,0,1,4,0,0,0,39,38,0
20,2,9076,15,9,2,11,0,4,1,0,0,44,38,1
6,2,2337,11,8,4,0,3,1,0,0,0,39,39,0
57,2,12855,11,8,2,7,0,4,1,0,0,29,38,0
50,2,11695,15,9,2,11,0,4,1,0,43,68,38,0
42,2,1120,15,9,2,2,0,4,1,0,0,42,38,1
11,2,10225,11,8,2,13,0,4,1,0,37,39,38,0
28,2,181,11,8,2,4,0,0,1,0,0,39,38,0
46,4,16054,15,9,2,4,0,4,1,0,0,19,38,0
22,2,15171,9,12,4,9,1,4,0,0,0,62,38,0
16,5,20246,15,9,0,7,4,2,0,0,0,39,38,0
15,2,7470,9,12,4,7,1,1,1,0,0,39,34,0
17,2,9933,9,12,2,3,0,4,1,0,50,44,38,1
22,2,14177,11,8,4,5,2,4,1,0,0,39,38,0
12,5,3280,12,13,2,0,0,4,1,0,0,35,38,0
5,2,14349,11,8,2,6,0,4,1,0,0,39,38,0
36,2,16529,9,12,0,11,1,4,0,103,0,42,38,1
29,2,17877,8,10,2,2,0,4,1,0,0,41,38,0
34,2,6815,15,9,2,7,5,4,0,0,0,39,38,1
27,2,2742,14,14,0,9,1,4,0,31,0,93,38,0
39,5,2662,11,8,0,0,1,4,0,0,0,39,38,0
10,2,15643,9,12,4,0,3,2,0,0,0,39,38,0
35,2,17372,6,4,3,6,1,1,0,0,0,29,2,0
22,2,17548,9,12,4,9,1,4,1,0,0,39,38,1
28,0,2961,15,9,2,3,0,4,1,93,0,39,38,1
20,2,1895,15,9,2,2,0,4,1,0,0,44,38,0
16,2,4660,11,8,0,0,3,4,1,0,0,39,38,0
29,2,15876,4,2,2,2,5,4,0,0,0,44,21,0
18,2,1326,2,7,2,2,5,4,0,0,0,49,38,0
16,2,13117,11,8,2,3,0,2,1,0,0,49,38,0
31,2,4840,9,12,2,11,0,4,1,0,0,39,38,0
15,2,11331,11,8,0,6,3,4,1,0,0,49,38,0
3,2,3032,15,9,4,7,3,4,0,0,0,31,38,0
18,2,3730,11,8,4,13,3,1,1,0,0,59,38,0
2,2,14511,11,8,4,5,3,4,0,0,0,24,38,0
39,2,284,1,6,5,6,1,4,0,0,0,39,38,0
11,2,7494,9,12,4,0,3,4,0,0,0,15,7,0
28,2,16214,11,8,0,2,4,4,0,0,0,39,38,0
15,2,5791,8,10,2,0,5,4,0,0,0,44,38,0
27,2,9350,9,12,2,2,0,4,1,0,0,11,38,0
38,2,10850,11,8,2,9,0,4,1,0,0,39,38,1
17,2,12754,15,9,2,0,0,4,1,0,0,39,38,1
16,2,9536,12,13,2,9,0,4,1,0,0,39,38,1
19,2,7580,9,12,4,3,3,4,1,0,0,54,38,0
8,2,11032,11,8,4,0,3,4,0,0,0,39,38,0
11,2,18932,9,12,4,11,1,4,1,0,0,39,38,0
22,2,3833,9,12,2,11,0,4,1,90,0,54,38,1
36,2,8752,0,5,3,6,1,4,0,0,0,39,3,0
30,2,10257,11,8,0,3,1,0,0,52,0,44,38,0
32,3,407,8,10,0,3,1,4,1,0,0,59,38,0
5,2,6938,11,8,4,5,3,0,1,0,0,39,38,0
14,2,3120,15,9,4,0,2,4,1,0,0,39,38,0
27,3,1377,15,9,0,7,4,4,1,0,0,76,38,0
2,2,13412,11,8,4,9,3,4,1,0,0,39,38,0
20,4,14736,11,8,0,2,1,4,1,0,0,39,38,0
6,2,17658,15,9,4,5,3,4,1,0,0,24,38,0
27,2,17961,14,14,2,9,0,4,1,117,0,64,38,1
37,1,10065,11,8,2,7,5,4,0,0,0,34,38,0
6,2,12448,11,8,2,2,0,4,1,0,0,37,38,0
4,2,12270,15,9,4,7,3,4,0,0,0,9,38,0
2,5,7686,15,9,4,9,3,4,1,0,0,24,38,0
34,2,15324,9,12,2,2,0,4,1,0,0,19,38,1
24,2,7350,9,12,2,3,0,4,1,93,0,49,38,1
44,2,2842,15,9,2,12,0,4,1,107,0,17,38,1
2,4,412,0,5,3,0,4,0,0,0,0,39,38,0
5,2,6001,9,12,4,11,3,4,1,0,0,39,38,0
5,2,1916,11,8,4,7,1,4,0,0,0,39,38,0
32,2,13959,5,3,2,9,0,4,1,0,0,31,38,0
18,2,6138,0,5,0,6,1,4,1,0,0,49,38,0
21,2,3926,15,9,2,11,0,4,1,0,0,39,38,0
12,2,4025,11,8,2,9,0,4,1,0,0,39,38,1
39,2,6695,8,10,2,2,0,4,1,0,0,44,38,1
24,2,18069,15,9,0,3,1,4,0,0,0,76,38,0
45,3,11982,12,13,2,11,0,4,1,0,0,44,38,1
10,2,12667,11,8,4,10,3,4,1,0,0,39,23,0
8,2,16091,11,8,4,11,1,4,1,68,0,41,38,0
16,2,1729,9,12,2,9,0,4,1,107,0,72,38,1
9,2,16715,11,8,4,0,1,4,0,0,0,39,38,0
26,2,15842,11,8,0,6,1,4,1,0,0,44,38,0
36,0,16259,12,13,2,0,0,4,1,0,0,39,38,1
26,2,6014,9,12,0,7,1,4,0,0,0,39,38,0
39,2,9312,11,8,0,2,4,4,1,0,0,34,38,0
8,2,16279,9,12,2,11,0,4,1,0,0,49,38,0
43,2,1960,12,13,0,9,2,2,1,0,0,39,38,0
11,2,3354,15,9,4,0,1,4,0,0,0,39,38,0
4,2,13601,11,8,4,6,4,4,1,0,0,39,25,0
23,2,11709,9,12,4,0,4,2,0,47,0,39,38,0
12,2,20166,11,8,2,2,0,2,1,0,0,39,38,0
3,2,12452,15,9,4,2,3,4,0,0,0,24,38,0
8,2,6531,11,8,2,2,0,4,1,0,0,76,38,1
1,2,12103,1,6,4,11,3,4,0,0,0,9,38,0
15,5,14093,7,11,2,7,0,4,1,0,0,34,38,0
10,2,4668,3,1,4,7,3,3,1,0,0,34,5,0
31,2,3237,11,8,6,6,1,4,0,0,0,15,38,0
3,2,16047,15,9,4,11,3,4,0,0,0,24,38,0
38,2,14193,11,8,0,11,1,4,0,0,0,39,8,0
16,1,11732,9,12,4,9,1,4,0,0,0,49,38,1
4,5,6595,15,9,4,0,3,4,0,0,0,11,38,0
26,4,10188,11,8,2,2,0,4,1,0,0,29,38,0
18,2,8437,15,9,2,6,0,4,1,0,0,39,38,0
22,1,6516,9,12,2,9,0,4,1,0,0,34,38,1
2,2,13939,11,8,4,11,1,1,0,0,0,39,38,0
8,2,13619,11,8,4,7,1,2,0,0,0,39,38,0
27,2,11279,15,9,2,13,0,4,1,0,0,69,38,1
10,2,310,7,11,4,2,4,4,1,0,0,39,38,0
22,2,9227,11,8,2,0,5,4,0,0,0,39,38,1
52,2,4238,0,5,4,2,2,4,1,0,0,39,38,0
17,2,4445,9,12,4,3,1,1,0,0,0,39,29,0
20,2,5940,4,2,5,7,4,4,0,0,0,39,38,0
26,1,3458,9,12,0,9,3,4,0,0,0,38,38,0
17,5,20137,12,13,2,9,5,2,0,0,0,39,38,1
14,4,18431,15,9,2,6,0,4,1,0,0,47,38,0
25,5,5018,10,15,0,9,1,4,0,96,0,59,38,1
9,2,8337,11,8,0,11,4,4,0,0,0,29,38,0
22,2,18161,15,9,5,7,4,4,0,0,0,72,38,0
8,2,1371,9,12,4,7,3,4,1,0,0,39,38,0
37,1,10539,15,9,2,13,0,2,1,0,0,29,38,0
27,5,8552,12,13,2,9,0,4,1,0,0,59,38,1
17,5,654,12,13,2,9,0,4,1,93,0,37,38,1
4,3,15788,15,9,4,3,1,4,1,0,0,39,38,0
16,2,7841,11,8,4,6,1,4,1,0,0,39,38,0
23,3,8812,7,11,2,3,5,4,0,0,0,39,38,1
27,2,16974,12,13,2,3,0,4,1,0,0,39,38,1
16,1,18234,7,11,0,10,1,4,1,0,0,55,38,0
4,1,943,15,9,4,0,3,4,1,0,0,39,38,0
18,4,15970,9,12,4,7,1,2,0,0,0,59,38,0
26,2,4518,15,9,2,11,0,4,1,90,0,39,38,1
34,1,632,12,13,2,9,0,4,1,0,0,44,38,0
12,2,6097,11,8,2,2,0,4,1,0,0,39,38,0
34,1,16264,11,8,5,10,1,2,1,0,0,39,38,0
18,2,4566,11,8,2,11,0,4,1,0,0,39,38,0
1,2,20206,1,6,4,11,3,4,1,0,0,19,38,0
41,2,5742,0,5,2,2,0,4,1,0,0,49,38,0
40,3,15466,15,9,2,3,0,4,1,0,0,39,38,1
2,2,1747,11,8,4,11,3,4,0,0,0,19,38,0
20,2,12050,15,9,5,7,4,4,0,0,0,39,38,0
21,2,4721,11,8,2,11,0,4,1,0,0,43,38,0
28,2,14139,15,9,3,0,1,4,0,0,0,39,38,0
10,2,16840,15,9,2,9,0,1,1,0,0,39,0,1
21,1,6199,15,9,2,10,0,4,1,0,0,69,38,0
13,2,9035,11,8,0,2,1,4,1,0,0,29,38,0
29,2,11044,9,12,2,12,0,4,1,0,0,39,38,0
43,2,19151,11,8,2,11,0,4,1,0,0,39,38,1
13,2,17185,11,8,5,13,1,4,1,0,0,43,38,0
30,2,8299,15,9,2,2,0,2,1,93,0,39,38,1
22,2,4519,9,12,4,3,1,4,0,0,0,39,38,0
25,2,15825,15,9,2,2,0,4,1,90,0,44,38,1
10,2,1905,15,9,0,0,2,4,0,0,0,39,38,0
27,2,14168,15,9,0,11,1,4,1,0,0,39,38,0
16,2,8352,9,12,2,13,0,4,1,0,0,39,38,0
37,2,12389,9,12,4,3,1,4,1,0,0,49,38,1
41,4,1624,15,9,2,4,0,4,1,0,0,34,38,0
28,2,688,9,12,4,13,1,4,1,0,0,29,38,0
42,2,4909,15,9,2,6,0,4,1,0,0,49,38,0
12,2,16788,7,11,4,8,1,4,0,0,0,49,38,0
10,2,15391,11,8,4,6,1,4,0,0,0,39,38,0
27,2,4596,12,13,2,12,0,4,1,0,0,19,38,1
27,2,8766,11,8,2,2,0,4,1,0,0,39,38,1
16,2,9055,15,9,2,3,0,4,1,0,0,68,38,1
10,2,17884,11,8,4,2,3,4,1,0,0,39,38,0
16,2,5460,9,12,2,3,0,4,1,0,0,54,38,1
38,2,2659,8,10,0,0,4,2,0,0,0,39,38,0
15,4,9119,8,10,2,9,0,3,1,0,0,59,38,0
14,2,701,8,10,2,5,0,4,1,0,0,44,38,0
40,3,7885,14,14,2,9,0,4,1,117,0,59,38,1
13,2,7192,9,12,2,3,0,4,1,0,0,44,38,1
11,2,17333,9,12,4,11,1,4,0,0,0,47,38,0
13,4,15470,15,9,4,11,2,1,1,0,68,39,34,0
12,2,8683,12,13,2,9,0,4,1,0,0,39,38,1
49,2,6713,11,8,4,7,2,2,0,0,0,2,38,0
43,2,18118,11,8,2,2,0,4,1,0,0,44,38,1
14,2,9614,9,12,2,9,0,4,1,0,0,39,38,0
9,2,15688,11,8,4,2,2,4,1,38,0,39,38,0
7,2,12021,11,8,4,5,3,4,1,0,0,44,38,0
12,2,9492,9,12,4,11,1,4,1,0,0,49,38,1
27,2,18949,11,8,2,12,0,4,1,0,0,44,38,1
17,1,9614,9,12,2,3,0,4,1,0,0,54,38,1
42,2,18408,9,12,2,9,0,4,1,0,47,42,38,1
6,2,17675,9,12,4,3,3,1,1,0,0,23,38,0
6,2,909,1,6,4,7,2,4,1,0,0,39,29,0
38,1,5472,8,10,5,9,4,2,0,0,0,34,38,0
22,3,7319,11,8,2,3,0,4,1,0,0,39,38,1
22,2,19904,1,6,4,2,1,2,1,0,0,39,38,0
40,2,17906,5,3,0,13,4,4,1,0,0,72,38,0
18,2,7174,11,8,0,11,4,4,0,0,0,39,38,0
22,1,17115,8,10,2,10,0,4,1,0,0,47,38,1
30,2,9461,11,8,2,11,3,4,0,0,0,37,38,1
36,5,1556,10,15,2,0,0,4,1,0,0,49,38,1
6,2,16807,15,9,4,11,3,2,1,0,0,24,38,0
18,2,12325,12,13,4,2,1,4,1,0,0,49,38,1
27,2,19869,15,9,0,4,1,4,0,0,0,39,38,0
11,2,13781,11,8,4,7,3,4,0,0,0,24,38,0
9,2,17258,9,12,4,3,1,1,0,0,0,39,30,0
6,2,16827,11,8,4,3,1,4,1,0,0,44,38,0
15,2,3209,11,8,2,7,0,4,1,0,0,24,20,0
32,3,10623,15,9,2,13,0,4,1,0,0,49,38,1
19,2,9432,15,9,4,2,3,4,1,24,0,59,38,0
19,2,20228,11,8,0,7,4,4,0,0,0,35,38,0
4,2,13210,7,11,2,0,5,0,0,0,0,45,38,1
37,4,3995,9,12,2,3,0,4,1,0,0,39,38,1
26,2,11739,15,9,3,7,1,2,0,0,0,39,38,0
18,1,13172,15,9,0,0,4,4,0,0,0,39,38,0
14,2,5263,15,9,2,4,0,4,1,0,0,49,38,1
29,2,11854,15,9,2,2,2,1,1,0,0,39,18,0
29,2,7035,11,8,5,11,1,4,0,0,0,39,38,0
39,2,9271,11,8,2,7,0,4,1,0,0,39,38,0
4,2,15160,11,8,4,0,3,4,1,0,0,39,38,0
34,2,7012,12,13,2,3,0,4,1,0,0,49,38,1
30,5,7695,15,9,0,9,4,4,1,0,0,19,38,0
25,2,14430,4,2,3,2,1,4,1,0,0,39,32,0
2,2,1962,15,9,4,11,3,4,0,0,0,29,38,0
8,2,10907,9,12,4,2,3,4,1,0,0,39,38,0
20,2,5694,12,13,2,12,0,4,1,0,0,59,38,1
18,2,9507,2,7,2,7,0,2,1,0,0,39,38,0
23,2,4798,11,8,2,13,0,4,1,0,0,29,38,0
40,4,6479,1,6,2,11,0,4,1,0,0,14,38,0
21,2,15447,11,8,2,12,0,4,1,0,0,49,38,1
31,2,15783,0,5,0,11,1,4,0,0,0,37,38,0
17,2,15158,15,9,0,7,1,4,0,0,0,33,38,0
29,0,428,15,9,0,13,1,4,1,0,0,39,38,0
28,5,2112,12,13,0,10,1,4,1,0,0,49,38,0
15,4,9277,9,12,2,9,0,4,1,0,0,49,38,1
18,2,11904,11,8,4,6,3,4,1,0,0,47,38,0
45,2,5398,15,9,4,2,1,4,0,96,0,38,38,1
33,2,3371,8,10,2,7,0,4,1,0,0,39,38,0
8,2,10843,9,12,4,12,1,4,1,0,0,39,38,0
24,2,6585,15,9,4,11,1,2,1,0,0,32,38,0
18,2,15399,11,8,4,7,3,4,0,0,0,26,38,0
16,2,15618,15,9,2,2,0,4,1,0,0,40,38,1
21,2,8817,7,11,2,3,5,4,0,0,47,39,38,1
20,5,7336,9,12,4,9,1,4,1,0,0,39,38,0
39,2,11204,11,8,2,6,0,4,1,0,0,39,38,1
2,2,3189,5,3,4,2,3,4,1,0,25,31,38,0
14,2,2896,6,4,2,3,5,4,0,0,0,39,38,0
16,2,11174,11,8,5,5,4,4,1,0,0,34,32,0
55,2,16551,3,1,0,7,1,2,1,0,0,39,38,0
37,2,1122,11,8,2,13,0,4,1,0,0,49,38,1
13,2,10898,9,12,4,6,1,4,0,0,0,39,38,0
34,2,17252,10,15,4,9,1,4,1,0,0,39,38,1
13,2,13494,11,8,2,2,0,4,1,0,44,49,38,1
13,2,19045,9,12,4,9,1,4,1,0,0,49,38,0
15,2,13232,15,9,2,10,0,2,1,0,0,15,38,0
13,2,13058,15,9,4,11,1,4,1,0,0,49,38,1
18,2,4575,12,13,2,0,0,4,1,0,0,39,38,0
23,2,12628,15,9,0,0,3,4,0,0,0,43,38,1
21,5,18510,9,12,0,9,1,4,0,0,0,39,38,0
2,2,5900,0,5,4,7,2,4,0,0,0,29,38,0
15,2,15140,15,9,4,9,1,4,1,0,0,43,38,0
32,2,9719,12,13,3,0,4,4,0,0,0,39,38,0
43,2,8593,9,12,2,9,0,4,1,0,0,34,38,0
43,2,2651,6,4,2,11,0,4,1,0,0,39,38,0
38,2,8018,10,15,2,3,0,4,1,0,0,76,38,1
7,2,7404,11,8,4,2,3,4,1,0,0,39,38,0
36,2,4089,12,13,2,11,0,4,1,90,0,59,38,1
52,5,7894,15,9,6,0,1,4,0,0,7,37,38,0
24,2,2531,11,8,2,0,5,4,0,0,0,39,38,1
15,2,6010,11,8,4,7,3,4,0,0,0,39,38,0
28,2,8527,1,6,2,2,0,4,1,0,0,39,38,0
42,2,19032,9,12,0,3,1,4,1,0,0,39,38,0
14,2,2554,11,8,4,7,3,4,0,0,0,34,38,0
23,2,18230,11,8,5,0,4,4,0,0,0,36,38,0
27,2,10092,8,10,2,12,0,4,1,0,0,39,38,1
46,2,18140,15,9,0,11,1,4,0,0,0,59,38,0
14,1,19041,15,9,2,10,0,4,1,107,0,55,38,1
34,2,17087,9,12,4,0,4,4,1,0,0,19,38,0
34,2,14723,1,6,2,6,0,1,1,0,0,39,29,0
6,2,7199,11,8,4,11,1,4,1,0,0,39,38,0
32,2,8658,5,3,2,6,0,4,1,0,0,47,38,0
39,2,16641,11,8,2,2,0,4,1,42,0,44,38,0
22,2,17238,11,8,2,2,0,4,1,0,0,39,38,1
22,4,4371,14,14,2,9,0,4,1,107,0,49,38,1
13,4,10771,11,8,0,7,4,4,0,0,0,39,38,0
26,4,14670,9,12,2,3,0,4,1,0,0,49,10,0
14,2,19797,15,9,4,2,1,4,1,0,0,49,38,0
27,1,8162,12,13,2,9,0,4,1,0,0,34,38,0
26,4,6936,14,14,2,9,0,4,1,0,0,29,38,1
24,2,228,15,9,2,0,0,4,1,0,0,45,38,1
26,2,11437,11,8,2,0,0,4,1,0,0,39,38,1
30,5,1656,15,9,2,2,0,4,1,0,0,39,38,1
21,4,8329,14,14,4,9,1,4,1,0,84,44,38,1
29,2,243,8,10,2,6,0,4,1,0,0,39,38,0
2,5,8395,15,9,4,7,3,4,0,0,0,39,38,0
2,2,16170,4,2,4,7,1,4,1,0,0,49,12,0
7,2,17576,9,12,2,11,0,4,1,0,0,44,38,1
22,3,8233,15,9,2,4,0,4,1,0,0,64,38,0
20,2,8870,8,10,0,6,1,4,0,0,0,29,38,0
23,2,2452,11,8,0,2,4,4,1,0,0,39,38,0
10,2,18772,7,11,4,11,3,4,0,0,0,39,38,0
5,2,18443,11,8,4,0,2,4,0,0,0,39,38,0
4,2,16649,15,9,4,5,3,4,1,0,0,11,38,0
15,2,18884,11,8,2,3,5,4,0,0,0,39,38,0
3,2,8114,11,8,5,6,3,4,1,0,0,39,38,0
28,2,20059,12,13,0,13,1,4,1,105,0,47,38,1
29,1,4316,14,14,2,10,0,4,1,0,0,39,38,1
29,2,4402,8,10,0,3,4,4,0,0,0,44,38,0
9,2,655,15,9,4,10,1,4,1,0,0,43,38,0
30,4,5107,9,12,2,3,3,4,1,0,0,59,38,0
5,2,5040,15,9,4,9,3,4,0,0,0,9,38,0
17,4,18542,11,8,2,3,0,4,1,0,0,59,38,0
32,2,11969,3,1,2,2,0,4,1,0,0,39,31,0
3,2,15531,15,9,4,5,3,4,1,0,0,24,38,0
11,2,10930,11,8,2,6,0,4,1,0,0,44,38,0
13,2,9266,1,6,2,6,0,2,1,0,0,39,38,0
6,2,9766,11,8,2,2,0,4,1,0,0,39,38,0
3,2,17898,6,4,4,8,3,4,1,0,0,39,25,0
14,2,16145,15,9,2,7,0,4,1,0,0,54,25,0
29,2,15431,3,1,4,6,3,4,1,0,0,39,32,0
25,2,11519,11,8,5,0,4,4,0,0,0,39,38,0
43,4,16486,5,3,2,2,0,4,1,0,0,39,38,0
13,2,2294,9,12,4,9,1,4,1,0,0,49,38,0
10,2,1423,15,9,2,13,0,4,1,0,0,47,38,0
3,2,12215,6,4,4,11,3,4,0,0,0,31,38,0
39,4,9053,9,12,2,9,0,4,1,93,0,39,38,1
24,2,12127,15,9,2,3,0,4,1,0,0,59,38,1
44,2,9518,11,8,2,6,0,4,1,0,0,39,38,0
30,2,9439,11,8,0,3,4,2,0,0,0,39,38,1
43,2,1008,6,4,2,6,0,4,1,27,0,36,38,0
16,2,16839,6,4,2,6,0,4,1,0,0,49,38,0
31,2,18569,9,12,2,9,0,4,1,0,0,44,1,1
39,2,10073,11,8,2,5,0,4,1,0,0,39,38,1
33,2,2177,8,10,2,13,0,4,1,49,0,54,38,1
40,4,3752,12,13,2,9,0,4,1,0,0,39,38,1
3,2,8440,15,9,4,0,3,3,0,0,0,39,38,0
29,2,17606,8,10,0,12,2,4,0,0,0,35,38,0
4,2,5023,15,9,4,9,1,4,0,0,0,39,38,0
20,2,8891,11,8,2,3,0,4,1,0,0,39,38,0
25,2,19455,15,9,2,12,0,4,1,0,0,39,38,0
3,2,10942,11,8,4,7,3,4,0,0,0,29,38,0
37,2,2951,10,15,2,9,0,4,1,0,50,49,38,1
15,1,13311,11,8,2,13,5,4,0,65,0,21,38,0
33,2,5480,15,9,2,2,0,4,1,0,0,39,38,1
32,0,19517,15,9,4,0,4,2,0,0,0,39,38,0
31,2,19947,7,11,2,13,0,4,1,0,0,49,38,0
7,2,15093,15,9,4,11,2,2,0,0,0,39,38,0
29,2,6369,12,13,2,12,0,1,1,0,0,39,29,1
25,2,16108,11,8,0,7,1,4,0,0,0,39,38,0
35,3,12462,15,9,2,2,0,4,1,0,0,39,38,0
41,1,3131,7,11,6,0,1,2,0,0,0,39,38,0
20,2,8227,15,9,0,12,1,0,0,0,0,39,38,0
17,2,11504,11,8,2,2,0,4,1,0,0,39,38,0
9,2,4852,15,9,2,0,0,4,1,0,55,39,38,0
1,2,5227,15,9,4,0,2,4,0,0,0,19,38,0
16,2,13590,15,9,4,9,1,2,1,0,0,39,38,0
24,2,18230,15,9,0,11,1,4,0,0,0,14,38,0
4,2,9465,7,11,4,0,3,4,0,0,0,19,38,0
6,2,6124,8,10,4,12,1,4,0,0,0,39,38,0
9,0,8740,15,9,4,12,3,4,0,0,0,39,38,0
16,2,7907,9,12,2,7,5,4,0,0,0,39,38,0
7,2,9238,15,9,4,3,3,4,0,0,0,44,38,0
26,2,18688,0,5,2,2,0,1,1,0,0,41,2,0
35,5,19736,11,8,0,0,1,4,0,0,0,39,8,0
44,2,15090,5,3,0,7,4,4,0,0,0,39,38,0
18,2,8057,11,8,2,6,0,4,1,0,0,39,38,0
18,2,12952,11,8,2,2,0,4,1,0,0,39,38,1
28,3,8905,11,8,2,3,0,4,1,107,0,54,38,1
26,1,14304,11,8,2,3,0,4,1,0,0,39,38,1
34,2,8213,11,8,2,10,0,4,1,0,0,39,38,1
18,2,18415,9,12,2,13,0,4,1,0,0,39,38,0
30,0,719,9,12,2,0,0,4,1,0,0,44,10,1
5,2,12521,15,9,4,0,3,4,1,0,0,39,38,0
32,3,18437,8,10,2,3,0,4,1,0,0,59,38,1
3,2,5983,11,8,4,2,3,4,1,0,0,19,38,0
2,2,19473,0,5,0,7,1,4,0,0,0,39,38,0
10,2,6057,11,8,4,2,1,4,1,0,0,39,38,0
25,2,12151,7,11,0,9,4,4,0,0,0,44,38,0
6,4,14475,15,9,4,4,3,4,1,0,0,34,38,0
3,2,4203,15,9,4,12,1,4,0,0,0,9,38,0
30,2,3819,11,8,2,13,0,4,1,0,0,49,38,0
0,2,13571,2,7,4,7,3,2,1,0,0,17,38,0
22,2,1533,15,9,0,11,4,4,0,0,0,39,38,0
8,2,16241,6,4,2,6,0,4,1,0,0,39,25,0
14,2,6206,8,10,2,3,5,2,0,0,0,42,38,0
27,2,13177,11,8,0,13,1,2,1,0,0,19,13,0
36,2,15849,8,10,2,3,0,4,1,0,0,39,38,1
17,2,15814,15,9,5,2,1,4,1,0,0,44,38,0
28,4,2116,15,9,2,3,0,4,1,0,0,59,38,0
17,2,9737,11,8,2,11,0,4,1,0,0,44,38,0
18,2,14730,12,13,2,11,0,4,1,0,0,39,38,1
19,2,9477,15,9,4,7,1,4,1,0,0,47,38,0
28,2,8751,15,9,6,7,4,4,0,0,0,44,38,0
20,4,16474,15,9,2,3,0,4,1,0,0,59,38,0
36,2,7752,7,11,2,6,0,4,1,0,0,39,38,1
18,2,3555,12,13,2,9,5,4,0,107,0,49,38,1
48,3,18116,15,9,2,11,0,4,1,0,0,39,38,0
32,4,1837,0,5,0,4,4,4,1,0,0,68,38,0
7,2,13511,11,8,4,5,1,4,1,0,0,39,38,0
37,2,4872,15,9,2,2,0,4,1,0,0,39,38,0
0,2,201,0,5,4,11,3,4,0,0,0,11,38,0
2,2,8892,2,7,4,7,3,4,1,0,0,15,38,0
43,2,10153,11,8,6,6,1,4,0,0,0,39,38,0
29,2,11146,9,12,2,3,0,4,1,0,0,34,38,1
9,2,5832,15,9,4,3,3,2,0,0,0,39,38,0
41,2,12724,3,1,2,7,0,4,1,0,0,37,4,0
20,4,5337,11,8,0,3,4,4,1,0,0,54,38,0
24,2,3200,12,13,2,9,0,4,1,0,0,37,38,1
13,2,6149,9,12,0,3,1,4,1,0,0,39,38,0
2,2,19183,15,9,4,0,1,4,0,0,0,29,38,0
31,2,3356,9,12,2,3,0,4,1,0,0,59,11,1
5,2,12267,15,9,4,13,1,4,0,0,0,23,38,0
8,2,11518,3,1,4,8,1,4,0,0,0,39,12,0
1,2,1449,0,5,4,7,3,4,1,0,0,5,38,0
4,2,10537,11,8,4,5,3,4,1,0,0,39,38,0
30,2,12030,15,9,2,13,0,4,1,0,0,49,38,0
16,2,4480,11,8,4,7,2,0,0,0,0,35,38,0
22,2,10943,11,8,0,2,3,4,1,24,0,39,38,0
50,4,9176,9,12,2,3,0,4,1,0,0,7,38,1
2,2,8545,15,9,4,7,3,4,1,0,25,23,38,0
1,2,4410,0,5,4,7,3,4,1,0,0,10,38,0
19,2,16680,11,8,4,0,3,2,1,0,0,39,38,0
6,2,13780,15,9,4,6,3,4,1,0,0,24,38,0
56,4,312,11,8,2,4,0,4,1,0,0,39,38,0
18,2,867,15,9,2,2,0,4,1,76,0,39,38,0
14,2,19522,7,11,2,2,0,4,1,0,0,39,38,1
3,2,19894,0,5,4,6,1,4,1,0,0,39,38,0
3,2,12473,11,8,4,0,3,4,0,0,0,39,38,0
10,2,3699,11,8,2,5,0,4,1,0,0,39,25,0
49,3,10394,0,5,2,11,0,4,1,0,0,29,38,0
49,2,13276,12,13,2,11,0,4,1,0,0,49,38,0
47,2,15417,12,13,4,9,1,4,0,0,0,34,38,0
31,2,18403,15,9,0,13,1,4,1,52,0,52,38,0
7,2,10922,9,12,4,9,1,4,0,0,0,39,38,0
34,4,157,11,8,2,4,0,4,1,0,0,59,38,0
8,2,9502,9,12,2,2,0,4,1,0,0,59,38,1
16,2,8529,1,6,5,11,3,4,0,0,0,19,38,0
33,2,2870,11,8,2,6,0,4,1,0,0,49,38,0
34,2,17677,5,3,3,2,1,2,1,0,0,49,5,0
17,5,10921,9,12,2,9,0,4,1,0,0,37,38,1
24,1,4542,5,3,4,7,4,2,0,0,0,39,38,0
13,4,1227,15,9,2,6,0,4,1,0,0,39,38,0
42,2,4265,15,9,0,2,1,4,1,43,0,39,38,0
24,4,5270,15,9,2,6,0,4,1,49,0,39,38,1
19,4,8329,12,13,4,11,1,4,1,99,0,44,38,1
20,2,17741,3,1,2,4,0,4,1,0,0,80,25,0
11,2,2034,11,8,4,7,1,0,1,0,0,29,38,0
2,2,19468,11,8,4,2,3,4,1,0,0,39,38,0
11,2,8088,15,9,2,13,0,4,1,0,0,44,38,0
45,2,13779,0,5,2,6,0,2,1,0,0,39,38,0
19,2,15644,12,13,2,11,0,4,1,107,0,44,38,1
41,4,14199,0,5,4,2,1,4,1,0,0,39,11,0
25,3,10260,11,8,0,11,4,4,1,8,0,49,38,0
26,3,6113,11,8,2,2,0,4,1,0,0,39,38,0
